amplitude,frequency
-103.4,3775000000
-104.0,3776000000
-104.0,3777000000
-103.3,3266000000
-103.7,3267000000
-103.7,3268000000
-103.1,3269000000
-103.1,3270000000
-103.4,3271000000
-103.8,3272000000
-103.8,3273000000
-103.5,3274000000
-103.9,3275000000
-103.9,3276000000
-103.2,3277000000
-103.5,3278000000
-103.9,3279000000
-103.9,3280000000
-103.7,3281000000
-103.4,3282000000
-103.2,3283000000
-103.8,3284000000
-103.8,3285000000
-103.6,3286000000
-103.6,3287000000
-103.6,3288000000
-103.3,3289000000
-103.2,3290000000
-103.4,3291000000
-103.4,3292000000
-103.4,3293000000
-103.4,3294000000
-103.3,3295000000
-103.3,3296000000
-102.8,3297000000
-102.6,3298000000
-103.0,3299000000
-103.3,3300000000
-103.3,3301000000
-103.4,3302000000
-103.4,3303000000
-103.0,3304000000
-103.6,3305000000
-103.6,3306000000
-103.2,3307000000
-103.4,3308000000
-103.4,3309000000
-103.0,3310000000
-103.1,3311000000
-103.1,3312000000
-103.5,3313000000
-103.5,3314000000
-103.2,3315000000
-103.3,3316000000
-103.3,3317000000
-103.3,3318000000
-103.5,3319000000
-103.5,3320000000
-103.2,3321000000
-103.8,3322000000
-103.8,3323000000
-103.2,3324000000
-102.9,3325000000
-103.5,3326000000
-103.5,3327000000
-103.4,3328000000
-103.4,3329000000
-103.4,3330000000
-102.4,3331000000
-103.1,3332000000
-103.1,3333000000
-103.0,3334000000
-103.0,3335000000
-102.5,3336000000
-103.2,3337000000
-103.5,3338000000
-103.5,3339000000
-103.4,3340000000
-103.1,3341000000
-103.0,3342000000
-103.0,3343000000
-103.3,3344000000
-103.3,3345000000
-103.3,3346000000
-103.3,3347000000
-103.0,3348000000
-103.0,3349000000
-103.0,3350000000
-103.2,3351000000
-103.4,3352000000
-103.4,3353000000
-103.2,3354000000
-103.2,3355000000
-102.7,3356000000
-102.7,3357000000
-103.1,3358000000
-103.1,3359000000
-102.6,3360000000
-102.7,3361000000
-103.5,3362000000
-103.7,3363000000
-103.7,3364000000
-103.5,3365000000
-103.3,3366000000
-102.5,3367000000
-103.2,3368000000
-103.2,3369000000
-103.2,3370000000
-103.1,3371000000
-103.1,3372000000
-103.2,3373000000
-103.2,3374000000
-103.2,3375000000
-103.5,3376000000
-103.5,3377000000
-102.6,3378000000
-103.6,3379000000
-103.6,3380000000
