amplitude,frequency
-103.7,3775000000
-103.4,3776000000
-103.3,3777000000
-103.5,3266000000
-103.5,3267000000
-103.3,3268000000
-103.3,3269000000
-103.3,3270000000
-103.1,3271000000
-103.1,3272000000
-102.9,3273000000
-103.6,3274000000
-103.6,3275000000
-103.5,3276000000
-103.5,3277000000
-103.4,3278000000
-103.0,3279000000
-103.5,3280000000
-103.5,3281000000
-103.8,3282000000
-103.8,3283000000
-103.6,3284000000
-103.9,3285000000
-103.9,3286000000
-103.3,3287000000
-103.3,3288000000
-103.4,3289000000
-103.4,3290000000
-103.3,3291000000
-103.2,3292000000
-103.2,3293000000
-103.2,3294000000
-103.2,3295000000
-103.2,3296000000
-103.2,3297000000
-103.0,3298000000
-103.0,3299000000
-102.8,3300000000
-103.1,3301000000
-103.1,3302000000
-103.4,3303000000
-103.4,3304000000
-102.8,3305000000
-102.8,3306000000
-102.8,3307000000
-102.9,3308000000
-102.9,3309000000
-103.0,3310000000
-103.4,3311000000
-103.4,3312000000
-103.2,3313000000
-103.1,3314000000
-103.1,3315000000
-103.1,3316000000
-103.1,3317000000
-102.8,3318000000
-103.3,3319000000
-103.3,3320000000
-103.3,3321000000
-103.1,3322000000
-103.1,3323000000
-103.0,3324000000
-103.0,3325000000
-102.9,3326000000
-103.0,3327000000
-103.0,3328000000
-102.8,3329000000
-102.7,3330000000
-103.4,3331000000
-103.4,3332000000
-102.5,3333000000
-102.8,3334000000
-103.0,3335000000
-103.0,3336000000
-103.0,3337000000
-103.2,3338000000
-103.2,3339000000
-103.1,3340000000
-103.4,3341000000
-103.4,3342000000
-103.0,3343000000
-103.2,3344000000
-103.5,3345000000
-103.5,3346000000
-103.1,3347000000
-102.9,3348000000
-102.8,3349000000
-102.9,3350000000
-103.0,3351000000
-103.0,3352000000
-103.5,3353000000
-103.6,3354000000
-103.6,3355000000
-103.2,3356000000
-103.8,3357000000
-103.8,3358000000
-102.9,3359000000
-103.1,3360000000
-103.1,3361000000
-103.1,3362000000
-103.1,3363000000
-102.8,3364000000
-103.5,3365000000
-103.5,3366000000
-103.2,3367000000
-103.6,3368000000
-103.6,3369000000
-103.2,3370000000
-103.3,3371000000
-103.3,3372000000
-103.1,3373000000
-103.1,3374000000
-103.1,3375000000
-103.2,3376000000
-103.2,3377000000
-103.1,3378000000
-103.5,3379000000
-103.5,3380000000
