frequency;amplitude
3774000000;-103,5
3775000000;-103,5
3776000000;-102,8
3777000000;-103,5
3266000000;-103,5
3267000000;-102,7
3268000000;-103,7
3269000000;-103,7
3270000000;-103,7
3271000000;-103,5
3272000000;-103,7
3273000000;-103,8
3274000000;-103,8
3275000000;-103,7
3276000000;-103,3
3277000000;-103,3
3278000000;-103,3
3279000000;-103,2
3280000000;-103,1
3281000000;-103,7
3282000000;-103,7
3283000000;-103,6
3284000000;-102,9
3285000000;-103,1
3286000000;-103,1
3287000000;-103,5
3288000000;-103,5
3289000000;-103,0
3290000000;-102,9
3291000000;-102,7
3292000000;-102,9
3293000000;-103,3
3294000000;-103,3
3295000000;-103,1
3296000000;-103,2
3297000000;-103,2
3298000000;-103,2
3299000000;-102,6
3300000000;-103,3
3301000000;-103,3
3302000000;-103,4
3303000000;-103,4
3304000000;-103,4
3305000000;-103,4
3306000000;-103,3
3307000000;-103,3
3308000000;-102,9
3309000000;-103,2
3310000000;-103,2
3311000000;-102,9
3312000000;-102,9
3313000000;-103,4
3314000000;-103,4
3315000000;-103,2
3316000000;-103,2
3317000000;-103,2
3318000000;-103,3
3319000000;-103,9
3320000000;-103,9
3321000000;-102,8
3322000000;-103,7
3323000000;-103,7
3324000000;-103,5
3325000000;-103,5
3326000000;-102,8
3327000000;-103,3
3328000000;-103,3
3329000000;-102,9
3330000000;-103,0
3331000000;-103,0
3332000000;-103,0
3333000000;-103,4
3334000000;-103,4
3335000000;-103,1
3336000000;-103,1
3337000000;-102,7
3338000000;-102,7
3339000000;-102,8
3340000000;-103,1
3341000000;-103,6
3342000000;-103,6
3343000000;-103,4
3344000000;-103,4
3345000000;-102,9
3346000000;-102,9
3347000000;-102,7
3348000000;-102,9
3349000000;-102,9
3350000000;-102,9
3351000000;-103,0
3352000000;-103,2
3353000000;-103,2
3354000000;-103,5
3355000000;-103,5
3356000000;-102,9
3357000000;-103,5
3358000000;-103,5
3359000000;-103,7
3360000000;-103,7
3361000000;-103,5
3362000000;-103,5
3363000000;-103,7
3364000000;-103,7
3365000000;-103,4
3366000000;-103,4
3367000000;-102,9
3368000000;-103,2
3369000000;-103,2
3370000000;-102,8
3371000000;-103,1
3372000000;-103,2
3373000000;-103,2
3374000000;-103,3
3375000000;-103,3
3376000000;-102,8
3377000000;-102,8
3378000000;-102,5
3379000000;-102,7
3380000000;-102,7
